OID,protein_name,panel,current_pathway_rule_label,literature_aligned_pathway,allow_multiple_pathways,review_status
OID01082,PON2,ORGAN_DAMAGE,Metabolic_lipid_adipokine_energy,Metabolic / lipid / atherosclerosis / mitochondrial-energy biology,yes,needs biologist review
OID00642,PON3,CARDIOVASCULAR_III,Metabolic_lipid_adipokine_energy,Metabolic / lipid / atherosclerosis / mitochondrial-energy biology,yes,needs biologist review
OID01046,PRKAB1,ORGAN_DAMAGE,Metabolic_lipid_adipokine_energy,Metabolic / lipid / atherosclerosis / mitochondrial-energy biology,yes,needs biologist review
OID01162,QDPR,METABOLISM,Metabolic_lipid_adipokine_energy,Metabolic / lipid / atherosclerosis / mitochondrial-energy biology,yes,needs biologist review
OID00435,SORT1,CARDIOVASCULAR_II,Metabolic_lipid_adipokine_energy,Metabolic / lipid / atherosclerosis / mitochondrial-energy biology,yes,needs biologist review
OID01153,TYMP,METABOLISM,Metabolic_lipid_adipokine_energy,Metabolic / lipid / atherosclerosis / mitochondrial-energy biology,yes,needs biologist review
OID00572,ALCAM,CARDIOVASCULAR_III,Leukocyte_trafficking_adhesion,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01294,AOC3,CARDIOMETABOLIC,Leukocyte_trafficking_adhesion,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00526,ARTN,INFLAMMATION,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01027,BTN3A2,IMMUNE_RESPONSE,Adaptive_immune_T_B_NK_cell_response,Peripheral immune / inflammatory activation,yes,needs biologist review
OID05427,C1QA,ONCOLOGY_III,Complement_innate_immune_phagocytosis,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01301,C1QTNF1,CARDIOMETABOLIC,Complement_innate_immune_phagocytosis,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01233,C2,CARDIOMETABOLIC,Complement_innate_immune_phagocytosis,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00970,CCL11,IMMUNE_RESPONSE,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00970,CCL11,IMMUNE_RESPONSE,Leukocyte_trafficking_adhesion,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00505,CCL11,INFLAMMATION,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00505,CCL11,INFLAMMATION,Leukocyte_trafficking_adhesion,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01292,CCL14,CARDIOMETABOLIC,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01292,CCL14,CARDIOMETABOLIC,Leukocyte_trafficking_adhesion,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00629,CCL15,CARDIOVASCULAR_III,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00629,CCL15,CARDIOVASCULAR_III,Leukocyte_trafficking_adhesion,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00654,CCL16,CARDIOVASCULAR_III,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00654,CCL16,CARDIOVASCULAR_III,Leukocyte_trafficking_adhesion,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00439,CCL17,CARDIOVASCULAR_II,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00439,CCL17,CARDIOVASCULAR_II,Leukocyte_trafficking_adhesion,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01276,CCL18,CARDIOMETABOLIC,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01276,CCL18,CARDIOMETABOLIC,Leukocyte_trafficking_adhesion,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00513,CCL19,INFLAMMATION,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00513,CCL19,INFLAMMATION,Leukocyte_trafficking_adhesion,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00556,CCL20,INFLAMMATION,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00556,CCL20,INFLAMMATION,Leukocyte_trafficking_adhesion,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01427,CCL21,DEVELOPMENT,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01427,CCL21,DEVELOPMENT,Leukocyte_trafficking_adhesion,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00530,CCL23,INFLAMMATION,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00530,CCL23,INFLAMMATION,Leukocyte_trafficking_adhesion,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00592,CCL24,CARDIOVASCULAR_III,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00592,CCL24,CARDIOVASCULAR_III,Leukocyte_trafficking_adhesion,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00551,CCL25,INFLAMMATION,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00551,CCL25,INFLAMMATION,Leukocyte_trafficking_adhesion,Peripheral immune / inflammatory activation,yes,needs biologist review
OID05190,CCL27,NEURO_EXPLORATORY,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID05190,CCL27,NEURO_EXPLORATORY,Leukocyte_trafficking_adhesion,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00539,CCL28,INFLAMMATION,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00539,CCL28,INFLAMMATION,Leukocyte_trafficking_adhesion,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00440,CCL3,CARDIOVASCULAR_II,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00440,CCL3,CARDIOVASCULAR_II,Leukocyte_trafficking_adhesion,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00532,CCL3,INFLAMMATION,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00532,CCL3,INFLAMMATION,Leukocyte_trafficking_adhesion,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00498,CCL4,INFLAMMATION,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00498,CCL4,INFLAMMATION,Leukocyte_trafficking_adhesion,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01246,CCL5,CARDIOMETABOLIC,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01246,CCL5,CARDIOMETABOLIC,Leukocyte_trafficking_adhesion,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00577,CD163,CARDIOVASCULAR_III,Complement_innate_immune_phagocytosis,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00703,CD27,ONCOLOGY_II,Adaptive_immune_T_B_NK_cell_response,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00977,CD28,IMMUNE_RESPONSE,Adaptive_immune_T_B_NK_cell_response,Peripheral immune / inflammatory activation,yes,needs biologist review
OID05161,CD33,NEURO_EXPLORATORY,Complement_innate_immune_phagocytosis,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00466,CD4,CARDIOVASCULAR_II,Adaptive_immune_T_B_NK_cell_response,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00542,CD40,INFLAMMATION,Adaptive_immune_T_B_NK_cell_response,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00382,CD40-L,CARDIOVASCULAR_II,Adaptive_immune_T_B_NK_cell_response,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00382,CD40-L,CARDIOVASCULAR_II,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01251,CD46,CARDIOMETABOLIC,Complement_innate_immune_phagocytosis,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00667,CD48,ONCOLOGY_II,Adaptive_immune_T_B_NK_cell_response,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00531,CD5,INFLAMMATION,Adaptive_immune_T_B_NK_cell_response,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01473,CD58,DEVELOPMENT,Adaptive_immune_T_B_NK_cell_response,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01248,CD59,CARDIOMETABOLIC,Complement_innate_immune_phagocytosis,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00499,CD6,INFLAMMATION,Adaptive_immune_T_B_NK_cell_response,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01467,CD69,DEVELOPMENT,Adaptive_immune_T_B_NK_cell_response,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00736,CD70,ONCOLOGY_II,Adaptive_immune_T_B_NK_cell_response,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01426,CD74,DEVELOPMENT,Adaptive_immune_T_B_NK_cell_response,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01157,CD79B,METABOLISM,Adaptive_immune_T_B_NK_cell_response,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01025,CD83,IMMUNE_RESPONSE,Adaptive_immune_T_B_NK_cell_response,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00420,CD84,CARDIOVASCULAR_II,Adaptive_immune_T_B_NK_cell_response,Peripheral immune / inflammatory activation,yes,needs biologist review
OID05124,CD8A,INFLAMMATION,Adaptive_immune_T_B_NK_cell_response,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00639,CD93,CARDIOVASCULAR_III,Complement_innate_immune_phagocytosis,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01458,CD99L2,DEVELOPMENT,Leukocyte_trafficking_adhesion,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01302,CFHR5,CARDIOMETABOLIC,Complement_innate_immune_phagocytosis,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00633,CHI3L1,CARDIOVASCULAR_III,Complement_innate_immune_phagocytosis,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00605,CHIT1,CARDIOVASCULAR_III,Complement_innate_immune_phagocytosis,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00349,CLEC10A,NEUROLOGY,Complement_innate_immune_phagocytosis,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01416,CLEC11A,DEVELOPMENT,Complement_innate_immune_phagocytosis,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01451,CLEC14A,DEVELOPMENT,Complement_innate_immune_phagocytosis,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01031,CLEC1A,ORGAN_DAMAGE,Complement_innate_immune_phagocytosis,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00318,CLEC1B,NEUROLOGY,Complement_innate_immune_phagocytosis,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00951,CLEC4A,IMMUNE_RESPONSE,Complement_innate_immune_phagocytosis,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00949,CLEC4C,IMMUNE_RESPONSE,Complement_innate_immune_phagocytosis,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00988,CLEC4D,IMMUNE_RESPONSE,Complement_innate_immune_phagocytosis,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00944,CLEC4G,IMMUNE_RESPONSE,Complement_innate_immune_phagocytosis,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01135,CLEC5A,METABOLISM,Complement_innate_immune_phagocytosis,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01017,CLEC6A,IMMUNE_RESPONSE,Complement_innate_immune_phagocytosis,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01016,CLEC7A,IMMUNE_RESPONSE,Complement_innate_immune_phagocytosis,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01258,CR2,CARDIOMETABOLIC,Complement_innate_immune_phagocytosis,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00304,CRTAM,NEUROLOGY,Adaptive_immune_T_B_NK_cell_response,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00562,CSF-1,INFLAMMATION,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00404,CXCL1,CARDIOVASCULAR_II,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00404,CXCL1,CARDIOVASCULAR_II,Leukocyte_trafficking_adhesion,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00496,CXCL1,INFLAMMATION,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00496,CXCL1,INFLAMMATION,Leukocyte_trafficking_adhesion,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00535,CXCL10,INFLAMMATION,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00535,CXCL10,INFLAMMATION,Leukocyte_trafficking_adhesion,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00486,CXCL11,INFLAMMATION,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00486,CXCL11,INFLAMMATION,Leukocyte_trafficking_adhesion,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01008,CXCL12,IMMUNE_RESPONSE,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01008,CXCL12,IMMUNE_RESPONSE,Leukocyte_trafficking_adhesion,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00733,CXCL13,ONCOLOGY_II,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00733,CXCL13,ONCOLOGY_II,Leukocyte_trafficking_adhesion,Peripheral immune / inflammatory activation,yes,needs biologist review
OID05466,CXCL14,ONCOLOGY_III,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID05466,CXCL14,ONCOLOGY_III,Leukocyte_trafficking_adhesion,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00601,CXCL16,CARDIOVASCULAR_III,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00601,CXCL16,CARDIOVASCULAR_III,Leukocyte_trafficking_adhesion,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00520,CXCL5,INFLAMMATION,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00520,CXCL5,INFLAMMATION,Leukocyte_trafficking_adhesion,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00534,CXCL6,INFLAMMATION,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00534,CXCL6,INFLAMMATION,Leukocyte_trafficking_adhesion,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00490,CXCL9,INFLAMMATION,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00490,CXCL9,INFLAMMATION,Leukocyte_trafficking_adhesion,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01434,ESAM,DEVELOPMENT,Leukocyte_trafficking_adhesion,Peripheral immune / inflammatory activation,yes,needs biologist review
OID05175,FCAR,NEURO_EXPLORATORY,Complement_innate_immune_phagocytosis,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01244,FCGR2A,CARDIOMETABOLIC,Complement_innate_immune_phagocytosis,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01219,FCGR3B,CARDIOMETABOLIC,Complement_innate_immune_phagocytosis,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01290,FCN2,CARDIOMETABOLIC,Complement_innate_immune_phagocytosis,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01126,FCRL1,METABOLISM,Complement_innate_immune_phagocytosis,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00984,FCRL3,IMMUNE_RESPONSE,Complement_innate_immune_phagocytosis,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01419,FCRL5,DEVELOPMENT,Complement_innate_immune_phagocytosis,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01006,FCRL6,IMMUNE_RESPONSE,Complement_innate_immune_phagocytosis,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00744,FCRLB,ONCOLOGY_II,Complement_innate_immune_phagocytosis,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00352,FcRL2,NEUROLOGY,Complement_innate_immune_phagocytosis,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00533,Flt3L,INFLAMMATION,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00475,GDNF,INFLAMMATION,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00291,GDNF,NEUROLOGY,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00343,GDNFR-alpha-3,NEUROLOGY,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01262,GNLY,CARDIOMETABOLIC,Adaptive_immune_T_B_NK_cell_response,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00339,GZMA,NEUROLOGY,Adaptive_immune_T_B_NK_cell_response,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00743,GZMB,ONCOLOGY_II,Adaptive_immune_T_B_NK_cell_response,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00686,GZMH,ONCOLOGY_II,Adaptive_immune_T_B_NK_cell_response,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01410,HAVCR2,DEVELOPMENT,Complement_innate_immune_phagocytosis,Peripheral immune / inflammatory activation,yes,needs biologist review
OID05493,HLA-E,ONCOLOGY_III,Adaptive_immune_T_B_NK_cell_response,Peripheral immune / inflammatory activation,yes,needs biologist review
OID05452,ICAM 5,ONCOLOGY_III,Leukocyte_trafficking_adhesion,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00646,ICAM-2,CARDIOVASCULAR_III,Leukocyte_trafficking_adhesion,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01230,ICAM1,CARDIOMETABOLIC,Leukocyte_trafficking_adhesion,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01267,ICAM3,CARDIOMETABOLIC,Leukocyte_trafficking_adhesion,Peripheral immune / inflammatory activation,yes,needs biologist review
OID05479,ICAM4,ONCOLOGY_III,Leukocyte_trafficking_adhesion,Peripheral immune / inflammatory activation,yes,needs biologist review
OID05547,IFN-gamma,INFLAMMATION,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00670,IFN-gamma-R1,ONCOLOGY_II,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID05410,IFNGR2,ONCOLOGY_III,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID05127,IFNL1,NEURO_EXPLORATORY,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01010,IFNLR1,IMMUNE_RESPONSE,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00493,IL-1 alpha,INFLAMMATION,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00508,IL-10RA,INFLAMMATION,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00515,IL-10RB,INFLAMMATION,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00523,IL-12B,INFLAMMATION,Adaptive_immune_T_B_NK_cell_response,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00523,IL-12B,INFLAMMATION,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00514,IL-15RA,INFLAMMATION,Adaptive_immune_T_B_NK_cell_response,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00514,IL-15RA,INFLAMMATION,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00485,IL-17A,INFLAMMATION,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00483,IL-17C,INFLAMMATION,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00403,IL-17D,CARDIOVASCULAR_II,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00566,IL-17RA,CARDIOVASCULAR_III,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00640,IL-18BP,CARDIOVASCULAR_III,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00517,IL-18R1,INFLAMMATION,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00613,IL-1RT1,CARDIOVASCULAR_III,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00627,IL-1RT2,CARDIOVASCULAR_III,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00389,IL-1ra,CARDIOVASCULAR_II,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00537,IL-20,INFLAMMATION,Adaptive_immune_T_B_NK_cell_response,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00537,IL-20,INFLAMMATION,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00489,IL-20RA,INFLAMMATION,Adaptive_immune_T_B_NK_cell_response,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00489,IL-20RA,INFLAMMATION,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00516,IL-22 RA1,INFLAMMATION,Adaptive_immune_T_B_NK_cell_response,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00516,IL-22 RA1,INFLAMMATION,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00524,IL-24,INFLAMMATION,Adaptive_immune_T_B_NK_cell_response,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00524,IL-24,INFLAMMATION,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00402,IL-27,CARDIOVASCULAR_II,Adaptive_immune_T_B_NK_cell_response,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00402,IL-27,CARDIOVASCULAR_II,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00492,IL-2RB,INFLAMMATION,Adaptive_immune_T_B_NK_cell_response,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00492,IL-2RB,INFLAMMATION,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00387,IL-4RA,CARDIOVASCULAR_II,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00354,IL-5R-alpha,NEUROLOGY,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00602,IL-6RA,CARDIOVASCULAR_III,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00993,IL10,IMMUNE_RESPONSE,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00528,IL10,INFLAMMATION,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00368,IL12,NEUROLOGY,Adaptive_immune_T_B_NK_cell_response,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00368,IL12,NEUROLOGY,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01019,IL12RB1,IMMUNE_RESPONSE,Adaptive_immune_T_B_NK_cell_response,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01019,IL12RB1,IMMUNE_RESPONSE,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00525,IL13,INFLAMMATION,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01472,IL13RA1,DEVELOPMENT,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID05169,IL15,NEURO_EXPLORATORY,Adaptive_immune_T_B_NK_cell_response,Peripheral immune / inflammatory activation,yes,needs biologist review
OID05169,IL15,NEURO_EXPLORATORY,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00434,IL16,CARDIOVASCULAR_II,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID05407,IL17F,ONCOLOGY_III,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01385,IL17RB,CELL_REGULATION,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00409,IL18,CARDIOVASCULAR_II,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00501,IL18,INFLAMMATION,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID05435,IL1B,ONCOLOGY_III,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00400,IL1RL2,CARDIOVASCULAR_II,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00495,IL2,INFLAMMATION,Adaptive_immune_T_B_NK_cell_response,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00495,IL2,INFLAMMATION,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00570,IL2-RA,CARDIOVASCULAR_III,Adaptive_immune_T_B_NK_cell_response,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00570,IL2-RA,CARDIOVASCULAR_III,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID05194,IL32,NEURO_EXPLORATORY,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00543,IL33,INFLAMMATION,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID05211,IL3RA,NEURO_EXPLORATORY,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID00546,IL4,INFLAMMATION,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
OID01024,IL5,IMMUNE_RESPONSE,Cytokine_chemokine_TNF_interferon_signaling,Peripheral immune / inflammatory activation,yes,needs biologist review
